title,company,location,date_posted,job_type,job_url,country,source
Energy Analyst,Shell Energy Retail Limited,"London, ENG, GB",2026-04-21,Not Specified,https://uk.indeed.com/viewjob?jk=37893023bcbcfbe7,United Kingdom,Indeed
Machine Learning Engineer,Tilt,"London, ENG, GB",2026-04-21,fulltime,https://uk.indeed.com/viewjob?jk=5c54784a71c8f45d,United Kingdom,Indeed
Channel Manager - BI,Insight Software,"London, ENG, GB",2026-04-21,fulltime,https://uk.indeed.com/viewjob?jk=fe39f95192560f92,United Kingdom,Indeed
"Master Data Analyst - Sharpie, DYMO",Newell Brands,"Birmingham, ENG, GB",2026-04-21,fulltime,https://uk.indeed.com/viewjob?jk=8e49485031299594,United Kingdom,Indeed
Senior Data and Reporting Analyst,Shropshire Council,"Shrewsbury, ENG, GB",2026-04-21,fulltime,https://uk.indeed.com/viewjob?jk=18736a9973325fc5,United Kingdom,Indeed
Business Analyst,Trinity Claims,"Tonbridge, ENG, GB",2026-04-21,Not Specified,https://uk.indeed.com/viewjob?jk=8b8b5dbc26b4855e,United Kingdom,Indeed
Pricing Discount Modelling Analyst,RAC,"Bristol, ENG, GB",2026-04-21,Not Specified,https://uk.indeed.com/viewjob?jk=82b989e10dac320b,United Kingdom,Indeed
Risk Analyst,KBR,"Glasgow, SCT, GB",2026-04-21,fulltime,https://uk.indeed.com/viewjob?jk=728c16edacd99fbe,United Kingdom,Indeed
BI Developer,ao.com,"Bolton, ENG, GB",2026-04-21,Not Specified,https://uk.indeed.com/viewjob?jk=75bdea118c087b67,United Kingdom,Indeed
Senior Test Analyst,Hastings Direct,"Bexhill, ENG, GB",2026-04-21,fulltime,https://uk.indeed.com/viewjob?jk=c8042309a378cd11,United Kingdom,Indeed
Quant Model Risk Analyst/Associate - Equities,JPMorganChase,"London, ENG, GB",2026-04-21,fulltime,https://uk.indeed.com/viewjob?jk=25070a5490cbf0e0,United Kingdom,Indeed
Technical Business Analyst / Project Manager,Flowmotion,"York, ENG, GB",2026-04-21,fulltime,https://uk.indeed.com/viewjob?jk=5dbebbe0dba4eed1,United Kingdom,Indeed
IT Business Data Analyst,Travelodge Hotels (UK),"Thame, ENG, GB",2026-04-21,fulltime,https://uk.indeed.com/viewjob?jk=7ebb7c710bffe260,United Kingdom,Indeed
Power BI Developer,Perspective Financial Group Ltd,"Remote, GB",2026-04-21,fulltime,https://uk.indeed.com/viewjob?jk=220a394b9effafb9,United Kingdom,Indeed
Data Analyst (Fixed Term),University of Cambridge,"Cambridge, ENG, GB",2026-04-21,Not Specified,https://uk.indeed.com/viewjob?jk=e7e342b46d5b876c,United Kingdom,Indeed
Sales Engineer/Sales Coordinator,Bin Saud Technical Trading Est,"Abu Dhabi, AZ, AE",2026-04-21,fulltime,https://ae.indeed.com/viewjob?jk=8ae062acd5b9c92f,UAE,Indeed
Material Engineer,TIC - The Industrial Company,"Abu Dhabi, AZ, AE",2026-04-21,"fulltime, contract",https://ae.indeed.com/viewjob?jk=00d52ce51ac3251b,UAE,Indeed
CBAS Cloud Infrastructure Engineer,Department for Energy Security and Net Zero,"London, ENG, GB",2026-04-21,"parttime, fulltime",https://uk.indeed.com/viewjob?jk=a2215e341e00322d,United Kingdom,Indeed
Configuration Developer (Power Platform),Banner Life Family of Companies,"Hove, ENG, GB",2026-04-21,Not Specified,https://uk.indeed.com/viewjob?jk=5c5b11664014dd8f,United Kingdom,Indeed
Security Advisory Manager,G-Research,"London, ENG, GB",2026-04-21,Not Specified,https://uk.indeed.com/viewjob?jk=904367d046afa202,United Kingdom,Indeed
Support Analyst (m/f/d) - UK,Igel Technology,"Reading, ENG, GB",2026-04-21,Not Specified,https://uk.indeed.com/viewjob?jk=529876e81856b9ab,United Kingdom,Indeed
Strategy Director (B2B Marketing - 10-Month Maternity Cover),Creative Design,"London, ENG, GB",2026-04-21,fulltime,https://uk.indeed.com/viewjob?jk=316ee597ab2c98a5,United Kingdom,Indeed
"Senior Manager, Product Marketing",Wiley,"London, ENG, GB",2026-04-21,fulltime,https://uk.indeed.com/viewjob?jk=04bdc7e59b8395de,United Kingdom,Indeed
Data Engineer,ACI-UK,"Blackpool, ENG, GB",2026-04-21,fulltime,https://uk.indeed.com/viewjob?jk=88233196aab59647,United Kingdom,Indeed
Data Platform Architect,Admiral Group,"Cardiff, WLS, GB",2026-04-21,Not Specified,https://uk.indeed.com/viewjob?jk=50bfd71c8b62cbf4,United Kingdom,Indeed
Senior Infrastructure Engineer (Linux & Storage),Companies House,"Cardiff, WLS, GB",2026-04-21,fulltime,https://uk.indeed.com/viewjob?jk=38fa6f3cb0bb80ae,United Kingdom,Indeed
Head of Marketing Platforms & Performance,Ingram Micro,"Milton Keynes, ENG, GB",2026-04-21,fulltime,https://uk.indeed.com/viewjob?jk=528c1e43512e9c23,United Kingdom,Indeed
Senior Graphic Designer / Art Director,Darktrace,"London, ENG, GB",2026-04-21,fulltime,https://uk.indeed.com/viewjob?jk=465dcdb94309b3cf,United Kingdom,Indeed
Sales Engineer (English & French Speaking),Sectigo,"London, ENG, GB",2026-04-21,fulltime,https://uk.indeed.com/viewjob?jk=4bb5943377728ac0,United Kingdom,Indeed
Social Media & Community Manager,Centro.team,"Remote, GB",2026-04-21,fulltime,https://uk.indeed.com/viewjob?jk=62648cb534151604,United Kingdom,Indeed
Customer Service Advisor - Maternity Cover,Powerful UK Ltd,"Cirencester, ENG, GB",2026-04-21,Not Specified,https://uk.indeed.com/viewjob?jk=ca36bef927293162,United Kingdom,Indeed
Cattery Team Leader,Battersea Dogs & Cats Home,"London, ENG, GB",2026-04-21,fulltime,https://uk.indeed.com/viewjob?jk=fa577fe4fd98b8af,United Kingdom,Indeed
Head of Infrastructure Engineering,AXA UK,"London, ENG, GB",2026-04-21,Not Specified,https://uk.indeed.com/viewjob?jk=629b31f5e74c9396,United Kingdom,Indeed
Head of Business Development (Training),TrustFlight,"Bracknell, ENG, GB",2026-04-21,fulltime,https://uk.indeed.com/viewjob?jk=7c0506e4d364bd9d,United Kingdom,Indeed
Head of AI Governace,St. James's Place,"London, ENG, GB",2026-04-21,Not Specified,https://uk.indeed.com/viewjob?jk=e265e18b55410723,United Kingdom,Indeed
Client Success Managing Director,Thought Machine,"London, ENG, GB",2026-04-21,fulltime,https://uk.indeed.com/viewjob?jk=e9ed4eed3b030968,United Kingdom,Indeed
Threat Detection and Response Engineer,Thought Machine,"London, ENG, GB",2026-04-21,fulltime,https://uk.indeed.com/viewjob?jk=42be00ea5670b69e,United Kingdom,Indeed
Graphic Designer FTC - 3-6 Months,Firmdale Hotels,"London, ENG, GB",2026-04-21,fulltime,https://uk.indeed.com/viewjob?jk=7ea738e333f0e505,United Kingdom,Indeed
Commerce Senior Director,PMG UK,"London, ENG, GB",2026-04-21,Not Specified,https://uk.indeed.com/viewjob?jk=cf5b33e5fd5f0e3e,United Kingdom,Indeed
Founding Legal Counsel,Granola,"London, ENG, GB",2026-04-21,fulltime,https://uk.indeed.com/viewjob?jk=fa37f667b46ee50c,United Kingdom,Indeed
Staff Systems Engineer - Cloud & IAC,Visa,"Cambridge, ENG, GB",2026-04-21,Not Specified,https://uk.indeed.com/viewjob?jk=d0c5bb67f4f0df20,United Kingdom,Indeed
Principal Engineer,Telent,"Farnborough, ENG, GB",2026-04-21,fulltime,https://uk.indeed.com/viewjob?jk=2187e80b04e69b27,United Kingdom,Indeed
Operations Analyst,Galadari Brothers,AE,2026-04-21,Not Specified,https://ae.indeed.com/viewjob?jk=2b37036b64a034ee,UAE,Indeed
AI Filmmaker | 100% Remote EU,Foxelli Group,"London, ENG, GB",2026-04-21,fulltime,https://uk.indeed.com/viewjob?jk=f7b9b15fbb8fe455,United Kingdom,Indeed
Senior Systems Engineer,Newcastle And Stafford Colleges Group,"Newcastle-under-Lyme, ENG, GB",2026-04-21,Not Specified,https://uk.indeed.com/viewjob?jk=6be5ed711d4f7229,United Kingdom,Indeed
Engineering Manager,Barclays,"Knutsford, ENG, GB",2026-04-21,Not Specified,https://uk.indeed.com/viewjob?jk=92815042c898f670,United Kingdom,Indeed
Cyber Security Engineer,PayStream Accounting Services,"Altrincham, ENG, GB",2026-04-21,fulltime,https://uk.indeed.com/viewjob?jk=188335ec2729db1d,United Kingdom,Indeed
Production Engineer,Warner Bros. Discovery,"Leavesden Green, ENG, GB",2026-04-21,Not Specified,https://uk.indeed.com/viewjob?jk=f8f0aa83c523e983,United Kingdom,Indeed
Production Engineer,Warner Bros. Discovery,"Leavesden Green, ENG, GB",2026-04-21,fulltime,https://uk.indeed.com/viewjob?jk=89ea77a2c660a2fa,United Kingdom,Indeed
Production Engineer,Warner Bros. Discovery,"Leavesden Green, ENG, GB",2026-04-21,fulltime,https://uk.indeed.com/viewjob?jk=99b3d54a600c8ba1,United Kingdom,Indeed
Production Engineer,Warner Bros. Discovery,"Leavesden Green, ENG, GB",2026-04-21,fulltime,https://uk.indeed.com/viewjob?jk=d9e88be727ca9e7c,United Kingdom,Indeed
Product Manager (AI Adoption),Multiverse,"London, ENG, GB",2026-04-21,fulltime,https://uk.indeed.com/viewjob?jk=6782e8bea654c709,United Kingdom,Indeed
Data Engineer,ACI-UK,"Manchester, ENG, GB",2026-04-21,fulltime,https://uk.indeed.com/viewjob?jk=00f331c5dea3fe0d,United Kingdom,Indeed
AI Filmmaker | 100% Remote EU,Foxelli Group,"London, ENG, GB",2026-04-21,fulltime,https://uk.indeed.com/viewjob?jk=d448e2620df7ecc1,United Kingdom,Indeed
UAE National,Al-Futtaim,AE,2026-04-21,Not Specified,https://ae.indeed.com/viewjob?jk=fffa66a0e035ee21,UAE,Indeed
Security Engineer,MillTechFX,"London, ENG, GB",2026-04-21,fulltime,https://uk.indeed.com/viewjob?jk=515008291f182805,United Kingdom,Indeed
Junior Platform Engineer,MillTechFX,"London, ENG, GB",2026-04-21,fulltime,https://uk.indeed.com/viewjob?jk=3b14fce5d4e2c948,United Kingdom,Indeed
Data Solution Architect,Kingfisher,"Southampton, ENG, GB",2026-04-21,fulltime,https://uk.indeed.com/viewjob?jk=065f470f87624ea1,United Kingdom,Indeed
AI Implementation Manager – Retail Media (6 Month FTC),Ocado Retail,"Hatfield, ENG, GB",2026-04-21,fulltime,https://uk.indeed.com/viewjob?jk=bc45ac412f1baca3,United Kingdom,Indeed
Solutions Architect - Cloud,Telent,"Farnborough, ENG, GB",2026-04-21,fulltime,https://uk.indeed.com/viewjob?jk=98b504c78a87911c,United Kingdom,Indeed
FP&A Analyst,Aggreko,"Dubai, DU, AE",2026-04-21,fulltime,https://ae.indeed.com/viewjob?jk=bde7ba1a90d6b479,UAE,Indeed
Business Analyst| Strategy & Transformations,"FTI Consulting, Inc.","Dubai, DU, AE",2026-04-21,Not Specified,https://ae.indeed.com/viewjob?jk=d658bd98d53dc1a1,UAE,Indeed
Software Engineer - Analytics & Data Engineering,Apple,"London, ENG, GB",2026-04-21,Not Specified,https://uk.indeed.com/viewjob?jk=8f582dbe89bab4b2,United Kingdom,Indeed
BIM Modeler (MEP / Electrical),Falcon Group Middle East,"Dubai, DU, AE",2026-04-21,fulltime,https://ae.indeed.com/viewjob?jk=a05d4d9820e11aa5,UAE,Indeed
Manufacturing Engineering Technician,Ziehl Abegg,"Winston-Salem, NC, US",2026-04-21,fulltime,https://www.indeed.com/viewjob?jk=756bb11a2f701de5,United States,Indeed
Electrical Engineer – Senior Digital Hardware Design,Denmar Technical Services,"Lewis Center, OH, US",2026-04-21,fulltime,https://www.indeed.com/viewjob?jk=326ed7ecf687f625,United States,Indeed
Sr. Electrical Engineer,Mettler-Toledo,"Princeton, NJ, US",2026-04-21,Not Specified,https://www.indeed.com/viewjob?jk=1dcd9fb61f848e6e,United States,Indeed
"Engineer, I - Sr Lead (Nuc)",Entergy,"Russellville, AR, US",2026-04-21,Not Specified,https://www.indeed.com/viewjob?jk=83a42e771fbe72d5,United States,Indeed
Sr Technical Enablement Engineer,Ingram Micro,"Buffalo, NY, US",2026-04-21,fulltime,https://www.indeed.com/viewjob?jk=7f7f44cfccd6a600,United States,Indeed
(Sr.) Engineer I (II),"PJM Interconnection, LLC","Audubon, PA, US",2026-04-21,fulltime,https://www.indeed.com/viewjob?jk=b6b60bca316cb1ce,United States,Indeed
Senior Mechanical Engineer I,Alcon,"Belmont, CA, US",2026-04-21,fulltime,https://www.indeed.com/viewjob?jk=a2a6c537742775d6,United States,Indeed
Structural Design Engineer,Seero Engineering Consulting,"Doha, DAW, QA",2026-04-21,fulltime,https://qa.indeed.com/viewjob?jk=aa6ed6a17ad08b73,Qatar,Indeed
Technical Project Manager,LUXORELINK SOLUTIONS,"Doha, DAW, QA",2026-04-21,Not Specified,https://qa.indeed.com/viewjob?jk=a4087e27e222eb82,Qatar,Indeed
Software Service Engineer - Tier 1 & Tier 2,JOB HUB GLOBAL,"Doha, DAW, QA",2026-04-21,"fulltime, contract",https://qa.indeed.com/viewjob?jk=151ec491c5135b58,Qatar,Indeed
Software Engineer,Public Works Authority,"Doha, DAW, QA",2026-04-21,Not Specified,https://qa.indeed.com/viewjob?jk=c3d477486226dff1,Qatar,Indeed
Engineer - Clinical Systems,Sidra,QA,2026-04-21,fulltime,https://qa.indeed.com/viewjob?jk=5b5e411e647eaea5,Qatar,Indeed
"Full Stack Engineer â Python, Fast API, AWS DevOps",CGI,"Lafayette, LA, US",2026-04-21,Not Specified,https://www.indeed.com/viewjob?jk=d98d6348febb7733,United States,Indeed
Senior Electrical Engineer (Power International Holding),Power International Holding,"Doha, DAW, QA",2026-04-21,fulltime,https://qa.indeed.com/viewjob?jk=6a277ccdfa885606,Qatar,Indeed
Technical Project Manager,BitClub Ventures,"Doha, DAW, QA",2026-04-21,"parttime, contract",https://qa.indeed.com/viewjob?jk=ae6ce96b40d7134f,Qatar,Indeed
Architectural Engineer,DGC- Saudi Branch,"Doha, DAW, QA",2026-04-21,fulltime,https://qa.indeed.com/viewjob?jk=c684dee20a518c8c,Qatar,Indeed
Estimation Engineer,Brick Stone Trading & Contracting,"Doha, DAW, QA",2026-04-21,Not Specified,https://qa.indeed.com/viewjob?jk=1ee87b85ef77e45b,Qatar,Indeed
Technical Engineer,PH Hospitality,"Doha, DAW, QA",2026-04-21,fulltime,https://qa.indeed.com/viewjob?jk=0b78c4d2234423ac,Qatar,Indeed
OCI Cloud Systems Engineer (Jr & Mid),Centurion Consulting Group,"Boston, MA, US",2026-04-21,Not Specified,https://www.indeed.com/viewjob?jk=a3647d8181b4b3c9,United States,Indeed
Google Cloud Platform Engineer,Centurion Consulting Group,"Boston, MA, US",2026-04-21,Not Specified,https://www.indeed.com/viewjob?jk=870217f3b8764bdd,United States,Indeed
Software Engineer,Yang Loong Toys,"Doha, DAW, QA",2026-04-21,"fulltime, contract",https://qa.indeed.com/viewjob?jk=5660c2a1868fbac7,Qatar,Indeed
Sr. EHS Engineer,3M,"Knoxville, IA, US",2026-04-21,fulltime,https://www.indeed.com/viewjob?jk=22f81b2f34fed2b2,United States,Indeed
"Senior Engineer, Quality Business Partner",Entegris,"Colorado Springs, CO, US",2026-04-21,fulltime,https://www.indeed.com/viewjob?jk=329a297a7026b96a,United States,Indeed
Supply Planning Analyst,Chivas Brothers,"Dumbarton, SCT, GB",2026-04-21,Not Specified,https://uk.indeed.com/viewjob?jk=35120c59925174ff,United Kingdom,Indeed
"Senior Air Quality Engineer/Consultant (Hybrid) Boston, MA",Tetra Tech,"Boston, MA, US",2026-04-21,Not Specified,https://www.indeed.com/viewjob?jk=acd586e8d69b86f7,United States,Indeed
Cloud DevOps Engineer - TS/SCI w/ Poly,General Dynamics Information Technology,"Herndon, VA, US",2026-04-21,Not Specified,https://www.indeed.com/viewjob?jk=22100481ef739fc0,United States,Indeed
Backup Support Engineer,Kelyn Technologies,"Remote, US",2026-04-21,fulltime,https://www.indeed.com/viewjob?jk=2e85a45461e80891,United States,Indeed
Radar Engineer Lead,Amentum,"Vandenberg AFB, CA, US",2026-04-21,fulltime,https://www.indeed.com/viewjob?jk=50d9d6b60b8cf3db,United States,Indeed
Senior Product Manager - Automation Product,Walmart,"Pilesgrove, NJ, US",2026-04-21,Not Specified,https://www.indeed.com/viewjob?jk=3992e66c1b879716,United States,Indeed
Senior Test Engineer,Index Engines,"Holmdel, NJ, US",2026-04-21,fulltime,https://www.indeed.com/viewjob?jk=b4bfe2f440316198,United States,Indeed
Web Developer,Big Fella Industry Gear,"Doha, DAW, QA",2026-04-21,"parttime, contract",https://qa.indeed.com/viewjob?jk=6979c0aed3bab1bf,Qatar,Indeed
"Intern, Hockey Research",Chicago Blackhawks,"Chicago, IL, US",2026-04-21,internship,https://www.indeed.com/viewjob?jk=a22cb6f11efc4f3e,United States,Indeed
Systems Engineer Junior - SFRC,Amentum,"Vandenberg AFB, CA, US",2026-04-21,fulltime,https://www.indeed.com/viewjob?jk=8dc873fdcee29740,United States,Indeed
Business Analyst (Technical),Alesig Consulting LLC,"Fort McCoy, WI, US",2026-04-21,fulltime,https://www.indeed.com/viewjob?jk=72fca109d5983a32,United States,Indeed
Data-DevOps Engineer - Hybrid (Flexible),"K2 Insurance Services, LLC","San Diego, CA, US",2026-04-21,fulltime,https://www.indeed.com/viewjob?jk=5b0d37c096fb9d44,United States,Indeed
Electrical Engineer,Elite BD LLC,"Al-Wakrah, WAK, QA",2026-04-21,Not Specified,https://qa.indeed.com/viewjob?jk=0c071ce6f76f612d,Qatar,Indeed
Systems Engineer III,Jack in the Box,"San Diego, CA, US",2026-04-21,fulltime,https://www.indeed.com/viewjob?jk=10a34c8e710bb020,United States,Indeed
Site Reliability Engineer 3,MongoDB,"New York, NY, US",2026-04-21,Not Specified,https://www.indeed.com/viewjob?jk=27786ac0eb833949,United States,Indeed
Lead Site Reliability Engineer (GTAM),JPMorganChase,"Plano, TX, US",2026-04-21,fulltime,https://www.indeed.com/viewjob?jk=258d99473c82b7b5,United States,Indeed
Site Reliability Engineer,Partnerize,"Remote, US",2026-04-21,Not Specified,https://www.indeed.com/viewjob?jk=a5ed1196bebf5756,United States,Indeed
Senior Site Reliability Engineer,Verisign,"Reston, VA, US",2026-04-21,Not Specified,https://www.indeed.com/viewjob?jk=68d6cd2b8ef9d6bf,United States,Indeed
Sr. Cloud Architect & Platform Engineer,Depot Connect International,"Tampa, FL, US",2026-04-21,Not Specified,https://www.indeed.com/viewjob?jk=5cb5bfef7af1bf54,United States,Indeed
Sr. Cloud Architect & Platform Engineer,Depot Connect International,"Remote, US",2026-04-21,Not Specified,https://www.indeed.com/viewjob?jk=dec42e1e3b307fe0,United States,Indeed
Sr. Cloud Architect & Platform Engineer,Depot Connect International,"Channelview, TX, US",2026-04-21,Not Specified,https://www.indeed.com/viewjob?jk=60ec2d88f28b971d,United States,Indeed
Solutions Architect,Pantex Plant,"Amarillo, TX, US",2026-04-21,Not Specified,https://www.indeed.com/viewjob?jk=9ae21f3533da8e85,United States,Indeed
Technical Specialist - Tier 1 (Client),Commvault,"القاهرة, C, EG",2026-04-21,fulltime,https://eg.indeed.com/viewjob?jk=e99d022a93d42120,Egypt,Indeed
Senior Business Analyst,Volaris Group Inc.,"SCT, GB",2026-04-21,fulltime,https://uk.indeed.com/viewjob?jk=10553b516c231672,United Kingdom,Indeed
"Analyst, EU Banks and Structured Finance",European Bank for Reconstruction and Development,"London, ENG, GB",2026-04-21,Not Specified,https://uk.indeed.com/viewjob?jk=d1b4f12b19d04cd2,United Kingdom,Indeed
Application & Data Engineer,BAE Systems,"Samlesbury, ENG, GB",2026-04-21,Not Specified,https://uk.indeed.com/viewjob?jk=577d8783863991c9,United Kingdom,Indeed
Business Analyst & Systems Administrator,ProShipper Fulfillment,"Ajax, ON, CA",2026-04-21,fulltime,https://ca.indeed.com/viewjob?jk=2f6bdbaae611ad41,Canada,Indeed
Tiktok Shop Live Growth Analyst (Entry-Level),Unsociable Agency,"Glasgow, SCT, GB",2026-04-21,fulltime,https://uk.indeed.com/viewjob?jk=9798834faa5e2371,United Kingdom,Indeed
"FP&A Analyst, Edinburgh",Hampden Bank,"Edinburgh, SCT, GB",2026-04-21,Not Specified,https://uk.indeed.com/viewjob?jk=afe0b4f15342a997,United Kingdom,Indeed
Principal Pricing Analyst – Risk,NFU Mutual,"Stratford-upon-Avon, ENG, GB",2026-04-21,fulltime,https://uk.indeed.com/viewjob?jk=b3969e9d4a8802f9,United Kingdom,Indeed
IT Technical Risk Analyst,Priory,"Bristol, ENG, GB",2026-04-21,fulltime,https://uk.indeed.com/viewjob?jk=0ec3bf64447ba610,United Kingdom,Indeed
Agile Business Analyst,AXA UK,"Royal Tunbridge Wells, ENG, GB",2026-04-21,Not Specified,https://uk.indeed.com/viewjob?jk=1861e76e74d7b327,United Kingdom,Indeed
Collections Strategy (Insight) Analyst,NEXT,"Leicester, ENG, GB",2026-04-21,fulltime,https://uk.indeed.com/viewjob?jk=d2218809f164a311,United Kingdom,Indeed
Analyst - Credit Risk Management,American Express,"London, ENG, GB",2026-04-21,fulltime,https://uk.indeed.com/viewjob?jk=f4a520a2f71f96f7,United Kingdom,Indeed
Senior Mechanical Engineer - Data Centre Segment,Eaton,"Dubai, DU, AE",2026-04-21,Not Specified,https://ae.indeed.com/viewjob?jk=863ddd6ffcf3dd86,UAE,Indeed
PMC Senior Construction Engineer (Electrical),Wood PLC,"Abu Dhabi, AZ, AE",2026-04-21,fulltime,https://ae.indeed.com/viewjob?jk=b4550e85a9a284b0,UAE,Indeed
Fastener Specialist,Würth Professional Solutions,"Dubai, DU, AE",2026-04-21,fulltime,https://ae.indeed.com/viewjob?jk=08efa91fb87ef0c8,UAE,Indeed
2nd Line Service Desk Analyst,Foxtons,"Worcester, ENG, GB",2026-04-21,Not Specified,https://uk.indeed.com/viewjob?jk=b00bce49d1aa861d,United Kingdom,Indeed
Lead Analyst,PRS for Music,"London, ENG, GB",2026-04-21,fulltime,https://uk.indeed.com/viewjob?jk=b6126f9bbfae3af1,United Kingdom,Indeed
Senior Credit Risk Analyst - Project Finance,UK EXPORT FINANCE,"London, ENG, GB",2026-04-21,fulltime,https://uk.indeed.com/viewjob?jk=5da72daa69fbbf86,United Kingdom,Indeed
Senior Benefit Realisation Analyst,"UK Government - Department for Science, Innovation & Technology","Birmingham, ENG, GB",2026-04-21,"parttime, fulltime",https://uk.indeed.com/viewjob?jk=39511d4a3717a8c9,United Kingdom,Indeed
Commercial Operations Analyst (m/f/d),SEFE Securing Energy for Europe GmbH,"Manchester, ENG, GB",2026-04-21,Not Specified,https://uk.indeed.com/viewjob?jk=ff84c8c0269a7acf,United Kingdom,Indeed
Data Administrator/Analyst,South London And Maudsley NHS Foundation Trust,"London, ENG, GB",2026-04-21,fulltime,https://uk.indeed.com/viewjob?jk=1071c27dc67f4488,United Kingdom,Indeed
Senior Performance and Information Analyst,Powys Teaching Health Board,"Brecknockshire, WLS, GB",2026-04-21,fulltime,https://uk.indeed.com/viewjob?jk=a1162860ba2e810a,United Kingdom,Indeed
Associate Data Developer New,Rimes Technologies,"London, ENG, GB",2026-04-21,Not Specified,https://uk.indeed.com/viewjob?jk=6c74b9d1705ba2ba,United Kingdom,Indeed
Digital & Data Engineer 1,Bouygues Construction,"London, ENG, GB",2026-04-21,fulltime,https://uk.indeed.com/viewjob?jk=a5d2b529d30758a2,United Kingdom,Indeed
Data Integration and Automation Officer,Muscular Dystrophy UK,"London, ENG, GB",2026-04-21,fulltime,https://uk.indeed.com/viewjob?jk=928c86e7f350bd80,United Kingdom,Indeed
Retail Pricing Analyst,Policy Expert,"London, ENG, GB",2026-04-21,Not Specified,https://uk.indeed.com/viewjob?jk=33222f658901b4dd,United Kingdom,Indeed
Senior Digital Analyst,Tesco,"Welwyn Garden City, ENG, GB",2026-04-21,fulltime,https://uk.indeed.com/viewjob?jk=62ba882cc209d043,United Kingdom,Indeed
Workplace Services Analyst,Salesforce,"London, ENG, GB",2026-04-21,fulltime,https://uk.indeed.com/viewjob?jk=901ff2606aefe2ec,United Kingdom,Indeed
Pricing & Events Analyst,Whitbread PLC,"London, ENG, GB",2026-04-21,fulltime,https://uk.indeed.com/viewjob?jk=32fee7e6b9da7d71,United Kingdom,Indeed
HR Business Analyst,ITV,"Manchester, ENG, GB",2026-04-21,fulltime,https://uk.indeed.com/viewjob?jk=f76ea0fe0d47d103,United Kingdom,Indeed
Stress Testing Reporting Senior Analyst,Lloyds Banking Group,"Edinburgh, SCT, GB",2026-04-21,fulltime,https://uk.indeed.com/viewjob?jk=8c70dd926ae617d0,United Kingdom,Indeed
Business Analyst,Nuffield Health,"Epsom, ENG, GB",2026-04-21,fulltime,https://uk.indeed.com/viewjob?jk=f0cd37db826d74c9,United Kingdom,Indeed
Data Analyst - P&G,Field Sales Solutions,"Thame, ENG, GB",2026-04-21,fulltime,https://uk.indeed.com/viewjob?jk=e9907fccd4e8d163,United Kingdom,Indeed
Web Analyst,DAC Group UK Operations Limited,"London, ENG, GB",2026-04-21,Not Specified,https://uk.indeed.com/viewjob?jk=e1c7e187c37ed8a5,United Kingdom,Indeed
Energy Engineer,i-MiTiGATE iNTERNATiONAL,"Dubai, DU, AE",2026-04-21,fulltime,https://ae.indeed.com/viewjob?jk=2c15188b917b1735,UAE,Indeed
Python Engineer Data Domains,Prima,"London, ENG, GB",2026-04-21,Not Specified,https://uk.indeed.com/viewjob?jk=59966851c7e1eb24,United Kingdom,Indeed
Supervisor Product Management,Vertiv,AE,2026-04-21,Not Specified,https://ae.indeed.com/viewjob?jk=9ddd631842bc6e78,UAE,Indeed
Female Accountant,CRI 360 Architects and Engineers,"Dubai, DU, AE",2026-04-21,fulltime,https://ae.indeed.com/viewjob?jk=15cb735f1bd925fe,UAE,Indeed
PMC Senior Construction Engineer (Electrical),Wood,"Abu Dhabi, AZ, AE",2026-04-21,fulltime,https://ae.indeed.com/viewjob?jk=b6aa4b45c431b275,UAE,Indeed
Senior Data Analyst,Miniclip,"London, ENG, GB",2026-04-21,Not Specified,https://uk.indeed.com/viewjob?jk=8c2e80de2873029f,United Kingdom,Indeed
Business Analyst,AFH Wealth Management,"Bromsgrove, ENG, GB",2026-04-21,fulltime,https://uk.indeed.com/viewjob?jk=99afd5816b11bdf1,United Kingdom,Indeed
Software Development Praktikant / Werkstudent (m/w/d),SOS Software Service GmbH,"Augsburg, BY, DE",2026-04-21,internship,https://de.indeed.com/viewjob?jk=719f65638ac63501,Germany,Indeed
Data Engineer,CUBE,"London, ENG, GB",2026-04-21,fulltime,https://uk.indeed.com/viewjob?jk=63a11c76fe456cd5,United Kingdom,Indeed
AI Deployment Engineer,SmartStream,"Bristol, ENG, GB",2026-04-21,Not Specified,https://uk.indeed.com/viewjob?jk=e99427da9110ae54,United Kingdom,Indeed
Supply Chain Analyst,Innovative Beauty Group,"Mississauga, ON, CA",2026-04-21,fulltime,https://ca.indeed.com/viewjob?jk=d6044bedc101ecfb,Canada,Indeed
Data Analist / Business Controller (Breda),Ministerie van Defensie,"Breda, NB, NL",2026-04-21,Not Specified,https://nl.indeed.com/viewjob?jk=3dad8f7aabb320f7,Netherlands,Indeed
Data Analyst,Mainline Dental,"Toronto, ON, CA",2026-04-21,fulltime,https://ca.indeed.com/viewjob?jk=7e6fd465d82dd32f,Canada,Indeed
Working Student (f/m/d) - Tax & Accounting AI-driven Strategy & Transformation,SAP,"Walldorf, BW, DE",2026-04-21,parttime,https://de.indeed.com/viewjob?jk=716c89915f1e13c8,Germany,Indeed
Senior Search Intelligence Manager (m/w/d),Zebra Group,"Dresden, SN, DE",2026-04-21,"parttime, fulltime",https://de.indeed.com/viewjob?jk=0f3b6617166bd014,Germany,Indeed
(Junior) Credit Manager,PUMA,"Herzogenaurach, BY, DE",2026-04-21,Not Specified,https://de.indeed.com/viewjob?jk=038e995d0f900b43,Germany,Indeed
